10	40.40
15	44.69
20	44.88
25	43.55
30	46.05
35	44.42
40	46.18
45	46.11
50	44.37
55	44.90
60	47.14
65	46.18
70	45.55
75	42.54
80	46.11
85	45.45
90	44.47
95	46.31
100	46.46
