10	38.76
15	44.04
20	43.93
25	45.17
30	47.52
35	43.88
40	44.74
45	45.69
50	47.88
55	44.49
60	44.88
65	44.00
70	45.03
75	46.08
80	45.62
85	46.55
90	46.48
95	46.45
100	44.79
