10	44.54
15	47.66
20	48.28
25	49.11
30	49.88
35	49.34
40	48.56
45	47.84
50	49.50
55	50.72
60	48.85
65	51.68
70	50.77
75	47.45
80	49.94
85	50.51
90	49.35
95	48.21
100	50.76
