10	30.18
15	39.45
20	43.81
25	43.84
30	44.45
35	46.15
40	46.77
45	46.19
50	45.93
55	44.74
60	46.71
65	47.06
70	46.65
75	46.15
80	45.80
85	45.28
90	42.83
95	44.29
100	43.96
