10	22.63
15	32.67
20	39.79
25	44.05
30	45.08
35	45.31
40	46.53
45	48.35
50	48.45
55	47.04
60	49.65
65	49.80
70	49.81
75	50.53
80	48.56
85	48.20
90	49.83
95	51.01
100	49.88
