10	37.94
15	44.18
20	43.71
25	46.38
30	44.29
35	46.13
40	45.71
45	47.55
50	43.19
55	43.67
60	47.58
65	44.90
70	46.38
75	42.94
80	44.15
85	45.25
90	42.32
95	45.92
100	45.57
