10	44.88
15	48.18
20	50.24
25	50.37
30	48.26
35	50.67
40	50.06
45	50.31
50	51.61
55	49.70
60	50.03
65	48.63
70	46.95
75	50.20
80	49.55
85	50.93
90	48.33
95	50.78
100	50.45
