10	27.82
15	35.41
20	39.36
25	45.75
30	46.06
35	48.95
40	49.51
45	46.05
50	48.04
55	50.29
60	47.88
65	49.57
70	50.10
75	49.44
80	50.58
85	50.80
90	49.29
95	49.62
100	51.41
