10	28.85
15	39.14
20	42.64
25	46.20
30	44.85
35	48.27
40	47.54
45	48.98
50	48.66
55	47.86
60	47.62
65	48.54
70	48.68
75	46.87
80	47.64
85	48.72
90	47.56
95	49.37
100	48.74
