10	9.78
15	13.52
20	22.54
25	29.55
30	29.36
35	31.71
40	29.94
45	35.02
50	35.60
55	36.71
60	38.33
65	39.10
70	37.51
75	37.34
80	39.86
85	39.98
90	40.58
95	39.73
100	37.98
