10	40.91
15	42.99
20	43.31
25	44.86
30	44.29
35	44.73
40	43.44
45	44.30
50	45.67
55	46.52
60	45.16
65	44.65
70	44.17
75	46.11
80	45.01
85	44.07
90	44.64
95	45.71
100	45.73
