10	27.36
15	31.30
20	38.16
25	42.21
30	44.97
35	44.91
40	44.74
45	43.99
50	47.48
55	49.16
60	48.83
65	49.40
70	49.69
75	49.80
80	50.19
85	49.54
90	50.19
95	48.78
100	49.61
