10	27.18
15	31.18
20	37.99
25	41.81
30	44.74
35	44.24
40	44.38
45	43.63
50	46.73
55	48.58
60	48.38
65	48.64
70	49.12
75	49.14
80	49.20
85	49.23
90	49.41
95	48.28
100	49.40
