10	42.62
15	43.19
20	45.48
25	44.68
30	44.45
35	43.60
40	45.24
45	44.04
50	46.29
55	46.10
60	45.43
65	44.73
70	47.32
75	45.76
80	45.63
85	46.66
90	45.06
95	46.57
100	46.85
