10	37.07
15	42.99
20	44.87
25	43.93
30	43.64
35	45.66
40	46.52
45	47.67
50	46.50
55	45.78
60	45.78
65	47.41
70	46.48
75	46.20
80	47.51
85	45.86
90	45.98
95	45.86
100	45.28
